State         Time      Voltage         csa_NJc    Solution_Pot              c0     Theta_Alpha      Theta_Beta          R_beta         csb_NJc        Position           csa_e           csb_e    Cycle_Number
   D       3.24737      2.57377     1.32255E+00    -1.38947E-02     5.79716E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.20000E+01     1.21711E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.31420E+00    -1.53548E-02     5.47414E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.30000E+01     1.20933E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.30565E+00    -1.68374E-02     5.16449E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.40000E+01     1.20136E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.29691E+00    -1.83410E-02     4.86827E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.50000E+01     1.19318E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.28795E+00    -1.98634E-02     4.58560E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.60000E+01     1.18476E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.27877E+00    -2.14017E-02     4.31662E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.70000E+01     1.17610E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.26936E+00    -2.29516E-02     4.06152E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.80000E+01     1.16719E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.25973E+00    -2.45078E-02     3.82053E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.90000E+01     1.15802E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.24988E+00    -2.60630E-02     3.59394E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.00000E+01     1.14861E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.23986E+00    -2.76081E-02     3.38211E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.10000E+01     1.13899E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.22970E+00    -2.91319E-02     3.18544E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.20000E+01     1.12921E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.21949E+00    -3.06202E-02     3.00437E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.30000E+01     1.11935E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.20935E+00    -3.20565E-02     2.83940E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.40000E+01     1.10953E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.19944E+00    -3.34214E-02     2.69104E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.50000E+01     1.09991E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.18995E+00    -3.46928E-02     2.55981E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.60000E+01     1.09070E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.18113E+00    -3.58470E-02     2.44625E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.70000E+01     1.08213E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.17323E+00    -3.68591E-02     2.35082E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.80000E+01     1.07447E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.16655E+00    -3.77048E-02     2.27395E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.90000E+01     1.06799E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.16133E+00    -3.83615E-02     2.21599E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.00000E+01     1.06295E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.15782E+00    -3.88106E-02     2.17721E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.10000E+01     1.05955E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.15616E+00    -3.90386E-02     2.15779E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.20000E+01     1.05796E+00     2.90000E+00     1.00000E+00
   D       3.24737      2.57377     1.15630E+00    -3.90386E-02     2.15779E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.30000E+01     1.05810E+00     2.90000E+00     1.00000E+00
   C       7.17563      2.00337     1.93484E+00     0.00000E+00     1.00000E-03     8.29296E-03     9.91707E-01     1.98890E-05     3.89881E+00     1.00000E+00     2.40754E+00     3.17370E+00     1.00000E+00
   C       7.17563      2.00337     1.93283E+00     6.01716E-04     9.77848E-04     8.64610E-03     9.91354E-01     2.06579E-05     3.89875E+00     2.00000E+00     2.40720E+00     3.17186E+00     1.00000E+00
   C       7.17563      2.00337     1.92865E+00     1.64911E-03     9.32419E-04     9.40083E-03     9.90599E-01     2.22848E-05     3.89863E+00     3.00000E+00     2.40649E+00     3.16799E+00     1.00000E+00
   C       7.17563      2.00337     1.92426E+00     2.54292E-03     8.87632E-04     1.02295E-02     9.89771E-01     2.40481E-05     3.89850E+00     4.00000E+00     2.40574E+00     3.16402E+00     1.00000E+00
   C       7.17563      2.00337     1.91972E+00     3.28681E-03     8.43719E-04     1.11392E-02     9.88861E-01     2.59596E-05     3.89835E+00     5.00000E+00     2.40493E+00     3.15993E+00     1.00000E+00
   C       7.17563      2.00337     1.91505E+00     3.88484E-03     8.00726E-04     1.21379E-02     9.87862E-01     2.80331E-05     3.89817E+00     6.00000E+00     2.40406E+00     3.15582E+00     1.00000E+00
   C       7.17563      2.00337     1.91035E+00     4.34138E-03     7.58682E-04     1.32339E-02     9.86766E-01     3.02856E-05     3.89797E+00     7.00000E+00     2.40312E+00     3.15162E+00     1.00000E+00
   C       7.17563      2.00337     1.90577E+00     4.66120E-03     7.17611E-04     1.44361E-02     9.85564E-01     3.27400E-05     3.89774E+00     8.00000E+00     2.40211E+00     3.14730E+00     1.00000E+00
   C       7.17563      2.00337     1.90160E+00     4.84956E-03     6.77542E-04     1.57536E-02     9.84246E-01     3.54338E-05     3.89748E+00     9.00000E+00     2.40102E+00     3.14280E+00     1.00000E+00
   C       7.17563      2.00337     1.89890E+00     4.91247E-03     6.38506E-04     1.71962E-02     9.82804E-01     3.84699E-05     3.89717E+00     1.00000E+01     2.39983E+00     3.13826E+00     1.00000E+00
   C       7.17563      2.00337     1.89689E+00     4.85527E-03     6.00539E-04     1.87739E-02     9.81226E-01     4.18305E-05     3.89681E+00     1.10000E+01     2.39855E+00     3.13361E+00     1.00000E+00
   C       7.17563      2.00337     1.89483E+00     4.67835E-03     5.63660E-04     2.04965E-02     9.79503E-01     4.54793E-05     3.89639E+00     1.20000E+01     2.39714E+00     3.12882E+00     1.00000E+00
   C       7.17563      2.00337     1.89271E+00     4.38212E-03     5.27910E-04     2.23733E-02     9.77627E-01     4.94312E-05     3.89590E+00     1.30000E+01     2.39561E+00     3.12400E+00     1.00000E+00
   C       7.17563      2.00337     1.89053E+00     3.96708E-03     4.93332E-04     2.44128E-02     9.75587E-01     5.36978E-05     3.89532E+00     1.40000E+01     2.39394E+00     3.11904E+00     1.00000E+00
   C       7.17563      2.00337     1.88826E+00     3.43395E-03     4.59976E-04     2.66221E-02     9.73378E-01     5.82869E-05     3.89463E+00     1.50000E+01     2.39212E+00     3.11399E+00     1.00000E+00
   C       7.17563      2.00337     1.88591E+00     2.78385E-03     4.27892E-04     2.90064E-02     9.70994E-01     6.32009E-05     3.89380E+00     1.60000E+01     2.39014E+00     3.10887E+00     1.00000E+00
   C       7.17563      2.00337     1.88345E+00     2.01859E-03     3.97138E-04     3.15680E-02     9.68432E-01     6.84348E-05     3.89282E+00     1.70000E+01     2.38801E+00     3.10365E+00     1.00000E+00
   C       7.17563      2.00337     1.88089E+00     1.14090E-03     3.67772E-04     3.43052E-02     9.65695E-01     7.39749E-05     3.89164E+00     1.80000E+01     2.38572E+00     3.09844E+00     1.00000E+00
   C       7.17563      2.00337     1.87822E+00     1.54951E-04     3.39859E-04     3.72113E-02     9.62789E-01     7.97958E-05     3.89022E+00     1.90000E+01     2.38326E+00     3.09318E+00     1.00000E+00
   C       7.17563      2.00337     1.87543E+00    -9.33223E-04     3.13467E-04     4.02731E-02     9.59727E-01     8.58575E-05     3.88851E+00     2.00000E+01     2.38066E+00     3.08791E+00     1.00000E+00
   C       7.17563      2.00337     1.87253E+00    -2.11500E-03     2.88669E-04     4.34695E-02     9.56530E-01     9.21059E-05     3.88645E+00     2.10000E+01     2.37792E+00     3.08270E+00     1.00000E+00
   C       7.17563      2.00337     1.86951E+00    -3.37843E-03     2.65539E-04     4.67698E-02     9.53230E-01     9.84666E-05     3.88399E+00     2.20000E+01     2.37507E+00     3.07756E+00     1.00000E+00
   C       7.17563      2.00337     1.86641E+00    -4.70727E-03     2.44157E-04     5.01323E-02     9.49868E-01     1.04848E-04     3.88105E+00     2.30000E+01     2.37215E+00     3.07256E+00     1.00000E+00
   C       7.17563      2.00337     1.86324E+00    -6.08008E-03     2.24604E-04     5.35036E-02     9.46496E-01     1.11139E-04     3.87760E+00     2.40000E+01     2.36919E+00     3.06772E+00     1.00000E+00
   C       7.17563      2.00337     1.86006E+00    -7.46918E-03     2.06962E-04     5.68178E-02     9.43182E-01     1.17212E-04     3.87360E+00     2.50000E+01     2.36626E+00     3.06312E+00     1.00000E+00
   C       7.17563      2.00337     1.85692E+00    -8.84011E-03     1.91313E-04     5.99971E-02     9.40003E-01     1.22927E-04     3.86911E+00     2.60000E+01     2.36343E+00     3.05884E+00     1.00000E+00
   C       7.17563      2.00337     1.85392E+00    -1.01514E-02     1.77735E-04     6.29543E-02     9.37046E-01     1.28138E-04     3.86425E+00     2.70000E+01     2.36078E+00     3.05494E+00     1.00000E+00
   C       7.17563      2.00337     1.85115E+00    -1.13557E-02     1.66300E-04     6.55960E-02     9.34404E-01     1.32700E-04     3.85924E+00     2.80000E+01     2.35839E+00     3.05152E+00     1.00000E+00
   C       7.17563      2.00337     1.84873E+00    -1.24020E-02     1.57073E-04     6.78278E-02     9.32172E-01     1.36481E-04     3.85444E+00     2.90000E+01     2.35636E+00     3.04865E+00     1.00000E+00
   C       7.17563      2.00337     1.84679E+00    -1.32397E-02     1.50107E-04     6.95619E-02     9.30438E-01     1.39365E-04     3.85028E+00     3.00000E+01     2.35478E+00     3.04643E+00     1.00000E+00
   C       7.17563      2.00337     1.84544E+00    -1.38245E-02     1.45442E-04     7.07237E-02     9.29276E-01     1.41264E-04     3.84723E+00     3.10000E+01     2.35370E+00     3.04494E+00     1.00000E+00
   C       7.17563      2.00337     1.84476E+00    -1.41241E-02     1.43105E-04     7.12597E-02     9.28740E-01     1.42118E-04     3.84565E+00     3.20000E+01     2.35321E+00     3.04423E+00     1.00000E+00
   C       7.17563      2.00337     1.84479E+00    -1.41241E-02     1.43105E-04     7.12015E-02     9.28799E-01     1.42010E-04     3.84572E+00     3.30000E+01     2.35326E+00     3.04429E+00     1.00000E+00
