State         Time      Voltage         csa_NJc    Solution_Pot              c0     Theta_Alpha      Theta_Beta          R_beta         csb_NJc        Position           csa_e           csb_e    Cycle_Number
   C       0.66925      2.00480     1.87948E+00     6.98206E-03     7.61407E-04     7.05304E-01     2.94696E-01     1.51644E-03     3.87613E+00     9.00000E+00     1.79566E+00     2.91745E+00     1.00000E+00
   C       0.66925      2.00480     1.87842E+00     7.95120E-03     7.33323E-04     7.08187E-01     2.91813E-01     1.51926E-03     3.87478E+00     1.00000E+01     1.79246E+00     2.91710E+00     1.00000E+00
   C       0.66925      2.00480     1.87737E+00     8.93062E-03     7.06140E-04     7.10993E-01     2.89007E-01     1.52193E-03     3.87339E+00     1.10000E+01     1.78933E+00     2.91677E+00     1.00000E+00
   C       0.66925      2.00480     1.87633E+00     9.92047E-03     6.79860E-04     7.13717E-01     2.86283E-01     1.52446E-03     3.87195E+00     1.20000E+01     1.78627E+00     2.91645E+00     1.00000E+00
   C       0.66925      2.00480     1.87533E+00     1.09208E-02     6.54490E-04     7.16354E-01     2.83646E-01     1.52685E-03     3.87048E+00     1.30000E+01     1.78331E+00     2.91614E+00     1.00000E+00
   C       0.66925      2.00480     1.87434E+00     1.19316E-02     6.30032E-04     7.18900E-01     2.81100E-01     1.52910E-03     3.86898E+00     1.40000E+01     1.78043E+00     2.91585E+00     1.00000E+00
   C       0.66925      2.00480     1.87338E+00     1.29525E-02     6.06492E-04     7.21349E-01     2.78651E-01     1.53120E-03     3.86747E+00     1.50000E+01     1.77766E+00     2.91557E+00     1.00000E+00
   C       0.66925      2.00480     1.87245E+00     1.39830E-02     5.83874E-04     7.23694E-01     2.76306E-01     1.53317E-03     3.86593E+00     1.60000E+01     1.77499E+00     2.91530E+00     1.00000E+00
   C       0.66925      2.00480     1.87156E+00     1.50226E-02     5.62181E-04     7.25928E-01     2.74072E-01     1.53499E-03     3.86440E+00     1.70000E+01     1.77245E+00     2.91505E+00     1.00000E+00
   C       0.66925      2.00480     1.87070E+00     1.60701E-02     5.41417E-04     7.28043E-01     2.71957E-01     1.53666E-03     3.86288E+00     1.80000E+01     1.77003E+00     2.91482E+00     1.00000E+00
   C       0.66925      2.00480     1.86988E+00     1.71244E-02     5.21585E-04     7.30032E-01     2.69968E-01     1.53819E-03     3.86139E+00     1.90000E+01     1.76774E+00     2.91460E+00     1.00000E+00
   C       0.66925      2.00480     1.86912E+00     1.81837E-02     5.02690E-04     7.31886E-01     2.68114E-01     1.53957E-03     3.85993E+00     2.00000E+01     1.76561E+00     2.91439E+00     1.00000E+00
   C       0.66925      2.00480     1.86840E+00     1.92462E-02     4.84734E-04     7.33593E-01     2.66407E-01     1.54081E-03     3.85853E+00     2.10000E+01     1.76364E+00     2.91421E+00     1.00000E+00
   C       0.66925      2.00480     1.86774E+00     2.03093E-02     4.67720E-04     7.35144E-01     2.64856E-01     1.54190E-03     3.85721E+00     2.20000E+01     1.76184E+00     2.91404E+00     1.00000E+00
   C       0.66925      2.00480     1.86715E+00     2.13701E-02     4.51651E-04     7.36528E-01     2.63472E-01     1.54284E-03     3.85600E+00     2.30000E+01     1.76024E+00     2.91389E+00     1.00000E+00
   C       0.66925      2.00480     1.86662E+00     2.24252E-02     4.36529E-04     7.37732E-01     2.62268E-01     1.54362E-03     3.85490E+00     2.40000E+01     1.75884E+00     2.91376E+00     1.00000E+00
   C       0.66925      2.00480     1.86618E+00     2.34705E-02     4.22356E-04     7.38742E-01     2.61258E-01     1.54426E-03     3.85394E+00     2.50000E+01     1.75767E+00     2.91365E+00     1.00000E+00
   C       0.66925      2.00480     1.86582E+00     2.45015E-02     4.09134E-04     7.39546E-01     2.60454E-01     1.54475E-03     3.85316E+00     2.60000E+01     1.75673E+00     2.91356E+00     1.00000E+00
   C       0.66925      2.00480     1.86555E+00     2.55127E-02     3.96864E-04     7.40129E-01     2.59871E-01     1.54507E-03     3.85257E+00     2.70000E+01     1.75606E+00     2.91350E+00     1.00000E+00
   C       0.66925      2.00480     1.86537E+00     2.64984E-02     3.85547E-04     7.40477E-01     2.59523E-01     1.54522E-03     3.85219E+00     2.80000E+01     1.75565E+00     2.91347E+00     1.00000E+00
   C       0.66925      2.00480     1.86531E+00     2.74517E-02     3.75184E-04     7.40574E-01     2.59426E-01     1.54520E-03     3.85204E+00     2.90000E+01     1.75554E+00     2.91346E+00     1.00000E+00
   C       0.66925      2.00480     1.86535E+00     2.83655E-02     3.65775E-04     7.40405E-01     2.59595E-01     1.54501E-03     3.85215E+00     3.00000E+01     1.75575E+00     2.91348E+00     1.00000E+00
   C       0.66925      2.00480     1.86552E+00     2.92317E-02     3.57319E-04     7.39955E-01     2.60045E-01     1.54461E-03     3.85252E+00     3.10000E+01     1.75628E+00     2.91354E+00     1.00000E+00
   C       0.66925      2.00480     1.86581E+00     3.00416E-02     3.49816E-04     7.39209E-01     2.60791E-01     1.54401E-03     3.85315E+00     3.20000E+01     1.75716E+00     2.91363E+00     1.00000E+00
   C       0.66925      2.00480     1.86623E+00     3.07861E-02     3.43264E-04     7.38154E-01     2.61846E-01     1.54320E-03     3.85406E+00     3.30000E+01     1.75839E+00     2.91375E+00     1.00000E+00
   C       0.66925      2.00480     1.86678E+00     3.14554E-02     3.37661E-04     7.36775E-01     2.63225E-01     1.54213E-03     3.85524E+00     3.40000E+01     1.76001E+00     2.91391E+00     1.00000E+00
   C       0.66925      2.00480     1.86747E+00     3.20394E-02     3.33006E-04     7.35060E-01     2.64940E-01     1.54081E-03     3.85667E+00     3.50000E+01     1.76200E+00     2.91411E+00     1.00000E+00
   C       0.66925      2.00480     1.86829E+00     3.25277E-02     3.29294E-04     7.32999E-01     2.67001E-01     1.53919E-03     3.85833E+00     3.60000E+01     1.76440E+00     2.91436E+00     1.00000E+00
   C       0.66925      2.00480     1.86925E+00     3.29095E-02     3.26522E-04     7.30582E-01     2.69418E-01     1.53726E-03     3.86020E+00     3.70000E+01     1.76720E+00     2.91465E+00     1.00000E+00
   C       0.66925      2.00480     1.87034E+00     3.31745E-02     3.24686E-04     7.27803E-01     2.72197E-01     1.53499E-03     3.86225E+00     3.80000E+01     1.77040E+00     2.91498E+00     1.00000E+00
   C       0.66925      2.00480     1.87157E+00     3.33120E-02     3.23779E-04     7.24657E-01     2.75343E-01     1.53234E-03     3.86443E+00     3.90000E+01     1.77401E+00     2.91537E+00     1.00000E+00
   C       0.66925      2.00480     1.87225E+00     3.33120E-02     3.23779E-04     7.22900E-01     2.77100E-01     1.53083E-03     3.86560E+00     4.00000E+01     1.77601E+00     2.91559E+00     1.00000E+00
