State         Time      Voltage         csa_NJc    Solution_Pot              c0     Theta_Alpha      Theta_Beta          R_beta         csb_NJc        Position           csa_e           csb_e    Cycle_Number
  CDR        hours        Volts         mol/cm3               V         mol/cm3               ,               ,            rate            conc            node           equiv           equiv               ,
   D       3.23119      2.54229     1.40180E+00     0.00000E+00     1.00000E-03     9.99975E-01     2.48199E-05     8.06401E-06     2.90111E+00     1.00000E+00     1.29185E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.39577E+00    -1.05257E-03     9.58779E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.00000E+00     1.28631E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.38375E+00    -3.23527E-03     8.80162E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.00000E+00     1.27526E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.37161E+00    -5.50093E-03     8.05342E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     4.00000E+00     1.26409E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.35930E+00    -7.85545E-03     7.34293E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     5.00000E+00     1.25276E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.34678E+00    -1.03051E-02     6.66990E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     6.00000E+00     1.24122E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.33398E+00    -1.28566E-02     6.03416E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     7.00000E+00     1.22938E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.32081E+00    -1.55161E-02     5.43564E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     8.00000E+00     1.21716E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.30719E+00    -1.82896E-02     4.87440E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     9.00000E+00     1.20447E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.29302E+00    -2.11811E-02     4.35071E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.00000E+01     1.19119E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.27820E+00    -2.41913E-02     3.86503E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.10000E+01     1.17723E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.26267E+00    -2.73155E-02     3.41809E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.20000E+01     1.16252E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.24642E+00    -3.05395E-02     3.01092E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.30000E+01     1.14705E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.22956E+00    -3.38343E-02     2.64483E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.40000E+01     1.13094E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.21243E+00    -3.71498E-02     2.32136E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.50000E+01     1.11455E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.19568E+00    -4.04071E-02     2.04215E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.60000E+01     1.09853E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.18036E+00    -4.34925E-02     1.80876E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.70000E+01     1.08395E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.16793E+00    -4.62583E-02     1.62238E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.80000E+01     1.07225E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.16008E+00    -4.85339E-02     1.48356E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.90000E+01     1.06501E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.15830E+00    -5.01525E-02     1.39215E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.00000E+01     1.06364E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.16345E+00    -5.09877E-02     1.34722E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.10000E+01     1.06890E+00     2.90000E+00     1.00000E+00
   D       3.23119      2.54229     1.16950E+00    -5.09877E-02     1.34722E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.20000E+01     1.07484E+00     2.90000E+00     1.00000E+00
   C       7.14955      2.00471     1.90675E+00     0.00000E+00     1.00000E-03     8.50323E-03     9.91497E-01     1.93222E-05     3.90000E+00     1.00000E+00     2.41062E+00     3.18521E+00     1.00000E+00
   C       7.14955      2.00471     1.90356E+00     1.05257E-03     9.60770E-04     9.14641E-03     9.90854E-01     2.06527E-05     3.89782E+00     2.00000E+00     2.41005E+00     3.17105E+00     1.00000E+00
   C       7.14955      2.00471     1.89900E+00     2.93735E-03     8.83006E-04     1.05589E-02     9.89441E-01     2.36261E-05     3.89744E+00     3.00000E+00     2.40883E+00     3.16429E+00     1.00000E+00
   C       7.14955      2.00471     1.89616E+00     4.64380E-03     8.07567E-04     1.21839E-02     9.87816E-01     2.71071E-05     3.89698E+00     4.00000E+00     2.40749E+00     3.15746E+00     1.00000E+00
   C       7.14955      2.00471     1.89321E+00     6.19045E-03     7.34590E-04     1.40535E-02     9.85947E-01     3.10808E-05     3.89639E+00     5.00000E+00     2.40598E+00     3.15046E+00     1.00000E+00
   C       7.14955      2.00471     1.89012E+00     7.59205E-03     6.64197E-04     1.62031E-02     9.83797E-01     3.56102E-05     3.89566E+00     6.00000E+00     2.40427E+00     3.14324E+00     1.00000E+00
   C       7.14955      2.00471     1.88684E+00     8.85988E-03     5.96522E-04     1.86724E-02     9.81328E-01     4.07625E-05     3.89471E+00     7.00000E+00     2.40230E+00     3.13575E+00     1.00000E+00
   C       7.14955      2.00471     1.88331E+00     1.00017E-02     5.31717E-04     2.15042E-02     9.78496E-01     4.66048E-05     3.89348E+00     8.00000E+00     2.40004E+00     3.12796E+00     1.00000E+00
   C       7.14955      2.00471     1.87949E+00     1.10221E-02     4.69954E-04     2.47428E-02     9.75257E-01     5.31993E-05     3.89183E+00     9.00000E+00     2.39744E+00     3.11987E+00     1.00000E+00
   C       7.14955      2.00471     1.87529E+00     1.19227E-02     4.11424E-04     2.84311E-02     9.71569E-01     6.05937E-05     3.88961E+00     1.00000E+01     2.39444E+00     3.11147E+00     1.00000E+00
   C       7.14955      2.00471     1.87062E+00     1.27025E-02     3.56346E-04     3.26053E-02     9.67395E-01     6.88079E-05     3.88652E+00     1.10000E+01     2.39100E+00     3.10277E+00     1.00000E+00
