State         Time      Voltage         csa_NJc    Solution_Pot              c0     Theta_Alpha      Theta_Beta          R_beta         csb_NJc        Position           csa_e           csb_e    Cycle_Number
   D       0.88551      2.54143     1.27482E+00    -1.83237E-02     4.91364E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.30000E+01     1.13973E+00     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.26090E+00    -2.02433E-02     4.56166E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.40000E+01     1.12606E+00     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.24641E+00    -2.22236E-02     4.22503E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.50000E+01     1.11173E+00     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.23129E+00    -2.42649E-02     3.90411E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.60000E+01     1.09670E+00     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.21548E+00    -2.63661E-02     3.59930E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.70000E+01     1.08092E+00     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.19890E+00    -2.85246E-02     3.31102E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.80000E+01     1.06435E+00     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.18150E+00    -3.07356E-02     3.03977E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     1.90000E+01     1.04696E+00     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.16319E+00    -3.29909E-02     2.78605E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.00000E+01     1.02878E+00     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.14392E+00    -3.52792E-02     2.55037E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.10000E+01     1.00986E+00     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.12368E+00    -3.75845E-02     2.33320E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.20000E+01     9.90346E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.10255E+00    -3.98864E-02     2.13490E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.30000E+01     9.70478E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.08075E+00    -4.21600E-02     1.95568E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.40000E+01     9.50611E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.05874E+00    -4.43770E-02     1.79553E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.50000E+01     9.31198E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.03715E+00    -4.65064E-02     1.65415E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.60000E+01     9.12729E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     1.01672E+00    -4.85166E-02     1.53099E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.70000E+01     8.95653E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     9.98089E-01    -5.03753E-02     1.42535E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.80000E+01     8.80320E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     9.81735E-01    -5.20503E-02     1.33646E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     2.90000E+01     8.66967E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     9.67954E-01    -5.35098E-02     1.26358E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.00000E+01     8.55747E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     9.56916E-01    -5.47229E-02     1.20605E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.10000E+01     8.46764E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     9.48723E-01    -5.56615E-02     1.16336E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.20000E+01     8.40097E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     9.43445E-01    -5.63019E-02     1.13511E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.30000E+01     8.35813E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     9.41128E-01    -5.66267E-02     1.12105E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.40000E+01     8.33958E-01     2.90000E+00     1.00000E+00
   D       0.88551      2.54143     9.41465E-01    -5.66267E-02     1.12105E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.50000E+01     8.34260E-01     2.90000E+00     1.00000E+00
   C       1.86917      2.00515     1.93448E+00     0.00000E+00     1.00000E-03     2.01167E-01     7.98833E-01     4.82133E-04     3.90000E+00     1.00000E+00     2.25099E+00     3.03741E+00     1.00000E+00
   C       1.86917      2.00515     1.93220E+00     6.73312E-04     9.74552E-04     2.03552E-01     7.96448E-01     4.85764E-04     3.89765E+00     2.00000E+00     2.24878E+00     3.02554E+00     1.00000E+00
   C       1.86917      2.00515     1.92743E+00     1.94687E-03     9.23543E-04     2.08463E-01     7.91537E-01     4.93024E-04     3.89742E+00     3.00000E+00     2.24422E+00     3.02313E+00     1.00000E+00
   C       1.86917      2.00515     1.92241E+00     3.14498E-03     8.73624E-04     2.13588E-01     7.86412E-01     5.00336E-04     3.89715E+00     4.00000E+00     2.23947E+00     3.02070E+00     1.00000E+00
   C       1.86917      2.00515     1.91717E+00     4.26640E-03     8.24935E-04     2.18939E-01     7.81061E-01     5.07736E-04     3.89685E+00     5.00000E+00     2.23452E+00     3.01824E+00     1.00000E+00
   C       1.86917      2.00515     1.91183E+00     5.31035E-03     7.77495E-04     2.24529E-01     7.75471E-01     5.15312E-04     3.89650E+00     6.00000E+00     2.22936E+00     3.01574E+00     1.00000E+00
   C       1.86917      2.00515     1.90652E+00     6.27664E-03     7.31305E-04     2.30368E-01     7.69632E-01     5.23239E-04     3.89610E+00     7.00000E+00     2.22401E+00     3.01318E+00     1.00000E+00
   C       1.86917      2.00515     1.90166E+00     7.16589E-03     6.86364E-04     2.36473E-01     7.63527E-01     5.31942E-04     3.89564E+00     8.00000E+00     2.21845E+00     3.01059E+00     1.00000E+00
   C       1.86917      2.00515     1.89875E+00     7.97999E-03     6.42667E-04     2.42860E-01     7.57140E-01     5.43142E-04     3.89510E+00     9.00000E+00     2.21271E+00     3.00794E+00     1.00000E+00
   C       1.86917      2.00515     1.89653E+00     8.71982E-03     6.00225E-04     2.49552E-01     7.50448E-01     5.55623E-04     3.89447E+00     1.00000E+01     2.20670E+00     3.00523E+00     1.00000E+00
   C       1.86917      2.00515     1.89424E+00     9.38174E-03     5.59052E-04     2.56566E-01     7.43434E-01     5.68609E-04     3.89372E+00     1.10000E+01     2.20039E+00     3.00247E+00     1.00000E+00
   C       1.86917      2.00515     1.89187E+00     9.96159E-03     5.19174E-04     2.63916E-01     7.36084E-01     5.82094E-04     3.89283E+00     1.20000E+01     2.19376E+00     2.99965E+00     1.00000E+00
   C       1.86917      2.00515     1.88940E+00     1.04547E-02     4.80624E-04     2.71617E-01     7.28383E-01     5.96068E-04     3.89177E+00     1.30000E+01     2.18679E+00     2.99677E+00     1.00000E+00
   C       1.86917      2.00515     1.88680E+00     1.08560E-02     4.43433E-04     2.79683E-01     7.20317E-01     6.10517E-04     3.89049E+00     1.40000E+01     2.17946E+00     2.99384E+00     1.00000E+00
   C       1.86917      2.00515     1.88407E+00     1.11597E-02     4.07636E-04     2.88127E-01     7.11873E-01     6.25414E-04     3.88894E+00     1.50000E+01     2.17176E+00     2.99084E+00     1.00000E+00
   C       1.86917      2.00515     1.88116E+00     1.13592E-02     3.73270E-04     2.96958E-01     7.03042E-01     6.40716E-04     3.88704E+00     1.60000E+01     2.16366E+00     2.98778E+00     1.00000E+00
   C       1.86917      2.00515     1.87807E+00     1.14475E-02     3.40372E-04     3.06180E-01     6.93820E-01     6.56359E-04     3.88470E+00     1.70000E+01     2.15515E+00     2.98466E+00     1.00000E+00
   C       1.86917      2.00515     1.87474E+00     1.14167E-02     3.08983E-04     3.15794E-01     6.84206E-01     6.72262E-04     3.88178E+00     1.80000E+01     2.14622E+00     2.98149E+00     1.00000E+00
   C       1.86917      2.00515     1.87116E+00     1.12584E-02     2.79145E-04     3.25792E-01     6.74208E-01     6.88315E-04     3.87810E+00     1.90000E+01     2.13685E+00     2.97827E+00     1.00000E+00
   C       1.86917      2.00515     1.86728E+00     1.09634E-02     2.50900E-04     3.36160E-01     6.63840E-01     7.04373E-04     3.87344E+00     2.00000E+01     2.12706E+00     2.97500E+00     1.00000E+00
   C       1.86917      2.00515     1.86306E+00     1.05218E-02     2.24295E-04     3.46868E-01     6.53132E-01     7.20249E-04     3.86747E+00     2.10000E+01     2.11684E+00     2.97170E+00     1.00000E+00
   C       1.86917      2.00515     1.85847E+00     9.92382E-03     1.99376E-04     3.57873E-01     6.42127E-01     7.35720E-04     3.85976E+00     2.20000E+01     2.10622E+00     2.96836E+00     1.00000E+00
   C       1.86917      2.00515     1.85344E+00     9.15955E-03     1.76189E-04     3.69113E-01     6.30887E-01     7.50514E-04     3.84977E+00     2.30000E+01     2.09523E+00     2.96500E+00     1.00000E+00
   C       1.86917      2.00515     1.84796E+00     8.22019E-03     1.54782E-04     3.80504E-01     6.19496E-01     7.64322E-04     3.83678E+00     2.40000E+01     2.08394E+00     2.96164E+00     1.00000E+00
   C       1.86917      2.00515     1.84200E+00     7.09908E-03     1.35199E-04     3.91935E-01     6.08065E-01     7.76803E-04     3.82001E+00     2.50000E+01     2.07244E+00     2.95830E+00     1.00000E+00
   C       1.86917      2.00515     1.83556E+00     5.79359E-03     1.17483E-04     4.03263E-01     5.96737E-01     7.87609E-04     3.79877E+00     2.60000E+01     2.06084E+00     2.95500E+00     1.00000E+00
   C       1.86917      2.00515     1.82868E+00     4.30783E-03     1.01671E-04     4.14311E-01     5.85689E-01     7.96418E-04     3.77281E+00     2.70000E+01     2.04932E+00     2.95180E+00     1.00000E+00
   C       1.86917      2.00515     1.82148E+00     2.65634E-03     8.77899E-05     4.24866E-01     5.75134E-01     8.02984E-04     3.74334E+00     2.80000E+01     2.03809E+00     2.94878E+00     1.00000E+00
   C       1.86917      2.00515     1.81412E+00     8.68569E-04     7.58555E-05     4.34678E-01     5.65322E-01     8.07181E-04     3.77007E+00     2.90000E+01     2.02743E+00     2.94599E+00     1.00000E+00
   C       1.86917      2.00515     1.80689E+00    -9.52719E-04     6.59042E-05     4.43468E-01     5.56532E-01     8.09120E-04     3.76835E+00     3.00000E+01     2.01766E+00     2.94327E+00     1.00000E+00
   C       1.86917      2.00515     1.80017E+00    -2.68397E-03     5.79578E-05     4.50939E-01     5.49061E-01     8.09170E-04     3.74756E+00     3.10000E+01     2.00918E+00     2.94087E+00     1.00000E+00
   C       1.86917      2.00515     1.79446E+00    -4.18407E-03     5.20154E-05     4.56793E-01     5.43207E-01     8.07968E-04     3.72554E+00     3.20000E+01     2.00240E+00     2.93894E+00     1.00000E+00
   C       1.86917      2.00515     1.79027E+00    -5.29932E-03     4.80664E-05     4.60762E-01     5.39238E-01     8.06347E-04     3.70771E+00     3.30000E+01     1.99772E+00     2.93759E+00     1.00000E+00
   C       1.86917      2.00515     1.78809E+00    -5.89470E-03     4.60975E-05     4.62642E-01     5.37358E-01     8.05119E-04     3.69797E+00     3.40000E+01     1.99545E+00     2.93693E+00     1.00000E+00
   C       1.86917      2.00515     1.78815E+00    -5.89470E-03     4.60975E-05     4.62482E-01     5.37518E-01     8.04955E-04     3.69826E+00     3.50000E+01     1.99562E+00     2.93697E+00     1.00000E+00
