State         Time      Voltage         csa_NJc    Solution_Pot              c0     Theta_Alpha      Theta_Beta          R_beta         csb_NJc        Position           csa_e           csb_e    Cycle_Number
  CDR        hours        Volts         mol/cm3               V         mol/cm3               ,               ,            rate            conc            node           equiv           equiv               ,
   C       0.46051      2.00254     1.82004E+00     4.26942E-02     1.85686E-04     8.63524E-01     1.36476E-01     1.62644E-03     3.65630E+00     3.00000E+01     1.60060E+00     2.90462E+00     1.00000E+00
   C       0.46051      2.00254     1.81699E+00     4.50478E-02     1.71153E-04     8.66583E-01     1.33417E-01     1.62037E-03     3.63947E+00     3.10000E+01     1.59557E+00     2.90443E+00     1.00000E+00
   C       0.46051      2.00254     1.81392E+00     4.74963E-02     1.57640E-04     8.69548E-01     1.30452E-01     1.61395E-03     3.62323E+00     3.20000E+01     1.59064E+00     2.90425E+00     1.00000E+00
   C       0.46051      2.00254     1.81087E+00     5.00413E-02     1.45169E-04     8.72386E-01     1.27614E-01     1.60726E-03     3.64941E+00     3.30000E+01     1.58586E+00     2.90407E+00     1.00000E+00
   C       0.46051      2.00254     1.80786E+00     5.26576E-02     1.33742E-04     8.75063E-01     1.24937E-01     1.60039E-03     3.71212E+00     3.40000E+01     1.58129E+00     2.90388E+00     1.00000E+00
   C       0.46051      2.00254     1.80495E+00     5.52867E-02     1.23329E-04     8.77535E-01     1.22465E-01     1.59347E-03     3.71222E+00     3.50000E+01     1.57703E+00     2.90370E+00     1.00000E+00
   C       0.46051      2.00254     1.80221E+00     5.78978E-02     1.13952E-04     8.79750E-01     1.20250E-01     1.58669E-03     3.70471E+00     3.60000E+01     1.57316E+00     2.90354E+00     1.00000E+00
   C       0.46051      2.00254     1.79972E+00     6.04572E-02     1.05621E-04     8.81649E-01     1.18351E-01     1.58024E-03     3.69546E+00     3.70000E+01     1.56981E+00     2.90340E+00     1.00000E+00
   C       0.46051      2.00254     1.79755E+00     6.29239E-02     9.83397E-05     8.83168E-01     1.16832E-01     1.57439E-03     3.68638E+00     3.80000E+01     1.56710E+00     2.90328E+00     1.00000E+00
   C       0.46051      2.00254     1.79582E+00     6.52482E-02     9.21085E-05     8.84235E-01     1.15765E-01     1.56942E-03     3.67859E+00     3.90000E+01     1.56518E+00     2.90319E+00     1.00000E+00
   C       0.46051      2.00254     1.79462E+00     6.73707E-02     8.69279E-05     8.84772E-01     1.15228E-01     1.56564E-03     3.67303E+00     4.00000E+01     1.56418E+00     2.90314E+00     1.00000E+00
   C       0.46051      2.00254     1.79408E+00     6.92229E-02     8.27966E-05     8.84706E-01     1.15294E-01     1.56336E-03     3.67045E+00     4.10000E+01     1.56426E+00     2.90313E+00     1.00000E+00
   C       0.46051      2.00254     1.79427E+00     7.07294E-02     7.97123E-05     8.83963E-01     1.16037E-01     1.56281E-03     3.67147E+00     4.20000E+01     1.56553E+00     2.90317E+00     1.00000E+00
   C       0.46051      2.00254     1.79528E+00     7.18104E-02     7.76711E-05     8.82481E-01     1.17519E-01     1.56419E-03     3.67645E+00     4.30000E+01     1.56809E+00     2.90325E+00     1.00000E+00
   C       0.46051      2.00254     1.79715E+00     7.23871E-02     7.66650E-05     8.80212E-01     1.19788E-01     1.56756E-03     3.68542E+00     4.40000E+01     1.57200E+00     2.90339E+00     1.00000E+00
   C       0.46051      2.00254     1.79852E+00     7.23871E-02     7.66650E-05     8.78673E-01     1.21327E-01     1.57021E-03     3.69177E+00     4.50000E+01     1.57464E+00     2.90349E+00     1.00000E+00
