State         Time      Voltage         csa_NJc    Solution_Pot              c0     Theta_Alpha      Theta_Beta          R_beta         csb_NJc        Position           csa_e           csb_e    Cycle_Number
  CDR        hours        Volts         mol/cm3               V         mol/cm3               ,               ,            rate            conc            node           equiv           equiv               ,
   D       0.27230      2.48616     1.09615E+00    -4.15637E-02     2.01335E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.10000E+01     8.73593E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     1.08077E+00    -4.31911E-02     1.89148E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.20000E+01     8.60862E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     1.06520E+00    -4.47739E-02     1.78009E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.30000E+01     8.48533E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     1.04969E+00    -4.62983E-02     1.67906E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.40000E+01     8.36766E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     1.03458E+00    -4.77497E-02     1.58826E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.50000E+01     8.25719E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     1.02024E+00    -4.91133E-02     1.50747E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.60000E+01     8.15537E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     1.00701E+00    -5.03742E-02     1.43645E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.70000E+01     8.06339E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     9.95156E-01    -5.15180E-02     1.37496E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.80000E+01     7.98219E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     9.84889E-01    -5.25304E-02     1.32275E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     3.90000E+01     7.91245E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     9.76334E-01    -5.33980E-02     1.27960E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     4.00000E+01     7.85468E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     9.69574E-01    -5.41088E-02     1.24532E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     4.10000E+01     7.80929E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     9.64661E-01    -5.46520E-02     1.21974E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     4.20000E+01     7.77658E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     9.61628E-01    -5.50192E-02     1.20275E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     4.30000E+01     7.75679E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     9.60497E-01    -5.52044E-02     1.19428E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     4.40000E+01     7.75009E-01     2.90000E+00     1.00000E+00
   D       0.27230      2.48616     9.60890E-01    -5.52044E-02     1.19428E-04     1.00000E+00     0.00000E+00     0.00000E+00     2.90000E+00     4.50000E+01     7.75334E-01     2.90000E+00     1.00000E+00
   C       0.46909      2.00342     1.91588E+00     0.00000E+00     1.00000E-03     7.29979E-01     2.70021E-01     1.68863E-03     3.89364E+00     1.00000E+00     1.78153E+00     2.91650E+00     1.00000E+00
   C       0.46909      2.00342     1.91406E+00     5.20928E-04     9.80137E-04     7.31662E-01     2.68338E-01     1.68655E-03     3.89341E+00     2.00000E+00     1.77949E+00     2.91629E+00     1.00000E+00
   C       0.46909      2.00342     1.91044E+00     1.55196E-03     9.40498E-04     7.35055E-01     2.64945E-01     1.68244E-03     3.89293E+00     3.00000E+00     1.77539E+00     2.91589E+00     1.00000E+00
   C       0.46909      2.00342     1.90689E+00     2.57222E-03     9.01597E-04     7.38496E-01     2.61504E-01     1.67856E-03     3.89239E+00     4.00000E+00     1.77126E+00     2.91548E+00     1.00000E+00
   C       0.46909      2.00342     1.90352E+00     3.58239E-03     8.63519E-04     7.41987E-01     2.58013E-01     1.67530E-03     3.89180E+00     5.00000E+00     1.76709E+00     2.91508E+00     1.00000E+00
   C       0.46909      2.00342     1.90060E+00     4.58351E-03     8.26261E-04     7.45530E-01     2.54470E-01     1.67354E-03     3.89115E+00     6.00000E+00     1.76290E+00     2.91468E+00     1.00000E+00
   C       0.46909      2.00342     1.89887E+00     5.57710E-03     7.89811E-04     7.49128E-01     2.50872E-01     1.67581E-03     3.89043E+00     7.00000E+00     1.75868E+00     2.91428E+00     1.00000E+00
   C       0.46909      2.00342     1.89731E+00     6.56373E-03     7.54164E-04     7.52785E-01     2.47215E-01     1.67869E-03     3.88962E+00     8.00000E+00     1.75436E+00     2.91388E+00     1.00000E+00
   C       0.46909      2.00342     1.89571E+00     7.54309E-03     7.19319E-04     7.56502E-01     2.43498E-01     1.68157E-03     3.88873E+00     9.00000E+00     1.74995E+00     2.91348E+00     1.00000E+00
   C       0.46909      2.00342     1.89408E+00     8.51480E-03     6.85280E-04     7.60281E-01     2.39719E-01     1.68442E-03     3.88773E+00     1.00000E+01     1.74543E+00     2.91308E+00     1.00000E+00
   C       0.46909      2.00342     1.89242E+00     9.47847E-03     6.52055E-04     7.64123E-01     2.35877E-01     1.68724E-03     3.88661E+00     1.10000E+01     1.74080E+00     2.91269E+00     1.00000E+00
   C       0.46909      2.00342     1.89071E+00     1.04336E-02     6.19650E-04     7.68030E-01     2.31970E-01     1.68997E-03     3.88536E+00     1.20000E+01     1.73606E+00     2.91229E+00     1.00000E+00
   C       0.46909      2.00342     1.88895E+00     1.13798E-02     5.88070E-04     7.72003E-01     2.27997E-01     1.69263E-03     3.88395E+00     1.30000E+01     1.73119E+00     2.91190E+00     1.00000E+00
